,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
679,הלל יפה,שמיר,סוראסקי,מאיר,מעייני הישועה,קפלן,שיבא,רבין ק. השרון,הכרמל,שערי צדק,המרכזי בעמק,הדסה,סורוקה,אסותא אשדוד,מ.ר. צפון (פוריה),"רמב""ם",בני ציון,יוספטל,לניאדו,ברזילי,נצרת,נהריה,זיו צפת,רבין ק. בילינסון,וולפסון
680,מאיר,"רמב""ם",סוראסקי,וולפסון,רבין ק. בילינסון,שמיר,קפלן,הלל יפה,אסותא אשדוד,המרכזי בעמק,מעייני הישועה,הדסה,שערי צדק,סורוקה,לניאדו,ברזילי,בני ציון,יוספטל,הכרמל,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,רבין ק. השרון,שיבא
681,הכרמל,סורוקה,מאיר,סוראסקי,וולפסון,שיבא,שמיר,אסותא אשדוד,"רמב""ם",הדסה,רבין ק. השרון,המרכזי בעמק,קפלן,הלל יפה,מעייני הישועה,בני ציון,שערי צדק,יוספטל,מ.ר. צפון (פוריה),לניאדו,נצרת,ברזילי,נהריה,זיו צפת,רבין ק. בילינסון
682,סוראסקי,שמיר,שיבא,המרכזי בעמק,מעייני הישועה,רבין ק. בילינסון,רבין ק. השרון,קפלן,"רמב""ם",הלל יפה,אסותא אשדוד,הדסה,יוספטל,הכרמל,שערי צדק,סורוקה,בני ציון,לניאדו,וולפסון,ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,מאיר
683,סוראסקי,קפלן,שערי צדק,שיבא,הלל יפה,רבין ק. בילינסון,"רמב""ם",שמיר,הדסה,מאיר,סורוקה,מעייני הישועה,המרכזי בעמק,וולפסון,בני ציון,יוספטל,מ.ר. צפון (פוריה),אסותא אשדוד,הכרמל,לניאדו,נצרת,ברזילי,נהריה,זיו צפת,רבין ק. השרון
684,סוראסקי,סורוקה,"רמב""ם",שיבא,הכרמל,רבין ק. השרון,רבין ק. בילינסון,אסותא אשדוד,בני ציון,הדסה,קפלן,שמיר,מעייני הישועה,לניאדו,שערי צדק,המרכזי בעמק,מ.ר. צפון (פוריה),יוספטל,הלל יפה,ברזילי,נצרת,נהריה,זיו צפת,מאיר,וולפסון
685,קפלן,בני ציון,הכרמל,רבין ק. בילינסון,מאיר,רבין ק. השרון,וולפסון,לניאדו,שמיר,מעייני הישועה,שערי צדק,הדסה,אסותא אשדוד,המרכזי בעמק,סורוקה,הלל יפה,יוספטל,"רמב""ם",מ.ר. צפון (פוריה),ברזילי,נצרת,זיו צפת,נהריה,שיבא,סוראסקי
686,שערי צדק,שמיר,רבין ק. בילינסון,מאיר,"רמב""ם",הדסה,רבין ק. השרון,המרכזי בעמק,אסותא אשדוד,קפלן,בני ציון,וולפסון,לניאדו,הלל יפה,סורוקה,מעייני הישועה,יוספטל,ברזילי,הכרמל,נהריה,נצרת,מ.ר. צפון (פוריה),זיו צפת,שיבא,סוראסקי
687,רבין ק. השרון,"רמב""ם",סוראסקי,רבין ק. בילינסון,שמיר,מאיר,קפלן,הכרמל,יוספטל,וולפסון,בני ציון,הדסה,שערי צדק,הלל יפה,אסותא אשדוד,מעייני הישועה,המרכזי בעמק,לניאדו,סורוקה,נהריה,נצרת,ברזילי,זיו צפת,מ.ר. צפון (פוריה),שיבא
688,המרכזי בעמק,"רמב""ם",יוספטל,שמיר,סורוקה,סוראסקי,הכרמל,קפלן,וולפסון,הדסה,רבין ק. השרון,אסותא אשדוד,בני ציון,שיבא,הלל יפה,שערי צדק,לניאדו,מעייני הישועה,ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,מאיר,רבין ק. בילינסון
689,בני ציון,וולפסון,הדסה,סוראסקי,קפלן,רבין ק. בילינסון,רבין ק. השרון,שמיר,מעייני הישועה,"רמב""ם",מאיר,אסותא אשדוד,המרכזי בעמק,שערי צדק,הלל יפה,יוספטל,סורוקה,מ.ר. צפון (פוריה),נהריה,לניאדו,נצרת,ברזילי,הכרמל,זיו צפת,שיבא
690,סוראסקי,שמיר,המרכזי בעמק,מאיר,וולפסון,רבין ק. השרון,אסותא אשדוד,קפלן,הדסה,מעייני הישועה,"רמב""ם",סורוקה,הכרמל,רבין ק. בילינסון,הלל יפה,שערי צדק,יוספטל,לניאדו,בני ציון,מ.ר. צפון (פוריה),נצרת,ברזילי,נהריה,זיו צפת,שיבא
691,"רמב""ם",רבין ק. השרון,וולפסון,רבין ק. בילינסון,סוראסקי,קפלן,מאיר,לניאדו,שמיר,מעייני הישועה,בני ציון,הדסה,הלל יפה,שערי צדק,המרכזי בעמק,אסותא אשדוד,סורוקה,יוספטל,נצרת,זיו צפת,נהריה,ברזילי,מ.ר. צפון (פוריה),שיבא,הכרמל
692,סורוקה,וולפסון,רבין ק. בילינסון,מאיר,קפלן,סוראסקי,שיבא,אסותא אשדוד,מעייני הישועה,הכרמל,ברזילי,הלל יפה,בני ציון,שמיר,שערי צדק,הדסה,המרכזי בעמק,יוספטל,מ.ר. צפון (פוריה),לניאדו,נצרת,נהריה,זיו צפת,"רמב""ם",רבין ק. השרון
693,אסותא אשדוד,קפלן,רבין ק. בילינסון,סוראסקי,רבין ק. השרון,שמיר,הכרמל,סורוקה,מאיר,"רמב""ם",בני ציון,הדסה,שיבא,המרכזי בעמק,הלל יפה,שערי צדק,מעייני הישועה,יוספטל,ברזילי,נהריה,נצרת,מ.ר. צפון (פוריה),זיו צפת,לניאדו,וולפסון
694,רבין ק. השרון,שמיר,רבין ק. בילינסון,שערי צדק,המרכזי בעמק,אסותא אשדוד,מאיר,מעייני הישועה,סורוקה,לניאדו,הלל יפה,"רמב""ם",הדסה,קפלן,וולפסון,בני ציון,יוספטל,הכרמל,ברזילי,מ.ר. צפון (פוריה),נצרת,נהריה,זיו צפת,שיבא,סוראסקי
695,רבין ק. השרון,רבין ק. בילינסון,מאיר,הכרמל,הדסה,הלל יפה,מ.ר. צפון (פוריה),שיבא,אסותא אשדוד,בני ציון,וולפסון,שמיר,סוראסקי,סורוקה,קפלן,שערי צדק,יוספטל,המרכזי בעמק,מעייני הישועה,לניאדו,ברזילי,נצרת,נהריה,זיו צפת,"רמב""ם"
696,מאיר,המרכזי בעמק,רבין ק. בילינסון,אסותא אשדוד,שיבא,סורוקה,רבין ק. השרון,שמיר,"רמב""ם",קפלן,לניאדו,הדסה,וולפסון,מעייני הישועה,הכרמל,שערי צדק,ברזילי,נהריה,יוספטל,זיו צפת,נצרת,מ.ר. צפון (פוריה),סוראסקי,הלל יפה,בני ציון
697,שיבא,רבין ק. השרון,הדסה,מאיר,סורוקה,רבין ק. בילינסון,קפלן,הכרמל,שערי צדק,מעייני הישועה,וולפסון,לניאדו,הלל יפה,בני ציון,"רמב""ם",יוספטל,המרכזי בעמק,אסותא אשדוד,ברזילי,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,שמיר,סוראסקי
698,רבין ק. בילינסון,סוראסקי,שיבא,יוספטל,הכרמל,שמיר,לניאדו,אסותא אשדוד,הדסה,סורוקה,קפלן,המרכזי בעמק,וולפסון,"רמב""ם",בני ציון,שערי צדק,מעייני הישועה,נהריה,נצרת,ברזילי,מ.ר. צפון (פוריה),זיו צפת,מאיר,רבין ק. השרון,הלל יפה
699,סוראסקי,הלל יפה,המרכזי בעמק,רבין ק. בילינסון,הדסה,שיבא,רבין ק. השרון,מעייני הישועה,שמיר,וולפסון,קפלן,בני ציון,סורוקה,הכרמל,שערי צדק,אסותא אשדוד,"רמב""ם",יוספטל,לניאדו,ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,מאיר
700,שערי צדק,רבין ק. בילינסון,מאיר,רבין ק. השרון,לניאדו,וולפסון,"רמב""ם",אסותא אשדוד,מעייני הישועה,הלל יפה,הכרמל,שמיר,בני ציון,קפלן,המרכזי בעמק,הדסה,יוספטל,ברזילי,נהריה,סורוקה,נצרת,מ.ר. צפון (פוריה),זיו צפת,שיבא,סוראסקי
701,וולפסון,שמיר,מאיר,שיבא,רבין ק. השרון,המרכזי בעמק,"רמב""ם",הכרמל,מעייני הישועה,רבין ק. בילינסון,סוראסקי,הדסה,שערי צדק,אסותא אשדוד,בני ציון,סורוקה,יוספטל,לניאדו,קפלן,מ.ר. צפון (פוריה),נצרת,ברזילי,נהריה,זיו צפת,הלל יפה
702,סורוקה,סוראסקי,הכרמל,שערי צדק,קפלן,אסותא אשדוד,שיבא,לניאדו,מאיר,רבין ק. השרון,הלל יפה,"רמב""ם",הדסה,שמיר,מעייני הישועה,בני ציון,המרכזי בעמק,יוספטל,ברזילי,מ.ר. צפון (פוריה),נצרת,נהריה,זיו צפת,רבין ק. בילינסון,וולפסון
703,סורוקה,שערי צדק,הכרמל,המרכזי בעמק,רבין ק. בילינסון,סוראסקי,שמיר,קפלן,הלל יפה,"רמב""ם",רבין ק. השרון,וולפסון,אסותא אשדוד,בני ציון,ברזילי,הדסה,לניאדו,מעייני הישועה,יוספטל,זיו צפת,נצרת,מ.ר. צפון (פוריה),נהריה,שיבא,מאיר
704,שערי צדק,וולפסון,סוראסקי,מאיר,שיבא,רבין ק. השרון,שמיר,אסותא אשדוד,רבין ק. בילינסון,"רמב""ם",הדסה,מעייני הישועה,יוספטל,הכרמל,סורוקה,הלל יפה,בני ציון,המרכזי בעמק,ברזילי,לניאדו,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,קפלן
705,הלל יפה,רבין ק. בילינסון,שערי צדק,שמיר,הדסה,המרכזי בעמק,מאיר,רבין ק. השרון,שיבא,הכרמל,"רמב""ם",בני ציון,קפלן,סורוקה,אסותא אשדוד,מעייני הישועה,יוספטל,וולפסון,לניאדו,נצרת,ברזילי,מ.ר. צפון (פוריה),נהריה,זיו צפת,סוראסקי
706,סורוקה,רבין ק. בילינסון,לניאדו,שמיר,מאיר,שיבא,הכרמל,אסותא אשדוד,הדסה,"רמב""ם",יוספטל,בני ציון,קפלן,הלל יפה,שערי צדק,רבין ק. השרון,המרכזי בעמק,נצרת,מעייני הישועה,ברזילי,וולפסון,מ.ר. צפון (פוריה),נהריה,זיו צפת,סוראסקי
707,וולפסון,הלל יפה,סוראסקי,רבין ק. בילינסון,מאיר,רבין ק. השרון,שמיר,אסותא אשדוד,"רמב""ם",מעייני הישועה,שיבא,הכרמל,הדסה,קפלן,המרכזי בעמק,סורוקה,לניאדו,יוספטל,שערי צדק,בני ציון,נצרת,נהריה,זיו צפת,מ.ר. צפון (פוריה),ברזילי
708,לניאדו,שמיר,מעייני הישועה,סוראסקי,שיבא,קפלן,וולפסון,"רמב""ם",רבין ק. השרון,יוספטל,הדסה,בני ציון,שערי צדק,הכרמל,הלל יפה,המרכזי בעמק,נהריה,נצרת,סורוקה,מאיר,ברזילי,מ.ר. צפון (פוריה),אסותא אשדוד,זיו צפת,רבין ק. בילינסון
709,שערי צדק,קפלן,סוראסקי,מאיר,הלל יפה,שמיר,הכרמל,"רמב""ם",רבין ק. בילינסון,רבין ק. השרון,לניאדו,סורוקה,המרכזי בעמק,אסותא אשדוד,הדסה,בני ציון,מעייני הישועה,נצרת,יוספטל,זיו צפת,ברזילי,מ.ר. צפון (פוריה),נהריה,שיבא,וולפסון
710,סוראסקי,בני ציון,הלל יפה,מאיר,רבין ק. השרון,אסותא אשדוד,שערי צדק,וולפסון,הכרמל,שמיר,רבין ק. בילינסון,קפלן,"רמב""ם",סורוקה,ברזילי,יוספטל,המרכזי בעמק,מעייני הישועה,הדסה,לניאדו,נצרת,נהריה,זיו צפת,מ.ר. צפון (פוריה),שיבא
711,מאיר,הכרמל,שיבא,סוראסקי,קפלן,הלל יפה,"רמב""ם",רבין ק. השרון,אסותא אשדוד,שערי צדק,מעייני הישועה,וולפסון,בני ציון,יוספטל,המרכזי בעמק,סורוקה,שמיר,הדסה,לניאדו,ברזילי,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,רבין ק. בילינסון
712,בני ציון,הכרמל,אסותא אשדוד,שמיר,מ.ר. צפון (פוריה),וולפסון,רבין ק. השרון,רבין ק. בילינסון,קפלן,מאיר,שיבא,שערי צדק,המרכזי בעמק,"רמב""ם",יוספטל,הדסה,מעייני הישועה,סורוקה,לניאדו,ברזילי,נהריה,נצרת,זיו צפת,הלל יפה,סוראסקי
713,שמיר,וולפסון,רבין ק. בילינסון,המרכזי בעמק,סוראסקי,שערי צדק,הכרמל,שיבא,רבין ק. השרון,יוספטל,בני ציון,אסותא אשדוד,לניאדו,הדסה,קפלן,מעייני הישועה,"רמב""ם",מ.ר. צפון (פוריה),סורוקה,ברזילי,נצרת,נהריה,זיו צפת,הלל יפה,מאיר
714,שערי צדק,וולפסון,סוראסקי,מאיר,שמיר,רבין ק. בילינסון,"רמב""ם",הכרמל,המרכזי בעמק,קפלן,רבין ק. השרון,הדסה,בני ציון,סורוקה,הלל יפה,שיבא,יוספטל,לניאדו,מעייני הישועה,מ.ר. צפון (פוריה),נצרת,ברזילי,נהריה,זיו צפת,אסותא אשדוד
715,הדסה,שמיר,הכרמל,וולפסון,"רמב""ם",קפלן,רבין ק. בילינסון,שיבא,רבין ק. השרון,אסותא אשדוד,בני ציון,מעייני הישועה,שערי צדק,ברזילי,סורוקה,לניאדו,המרכזי בעמק,מ.ר. צפון (פוריה),נצרת,יוספטל,זיו צפת,נהריה,מאיר,הלל יפה,סוראסקי
716,הלל יפה,רבין ק. השרון,רבין ק. בילינסון,מאיר,שיבא,סוראסקי,קפלן,"רמב""ם",אסותא אשדוד,וולפסון,מעייני הישועה,שערי צדק,בני ציון,יוספטל,שמיר,סורוקה,המרכזי בעמק,לניאדו,הכרמל,זיו צפת,נצרת,ברזילי,נהריה,מ.ר. צפון (פוריה),הדסה
717,סוראסקי,"רמב""ם",שמיר,מאיר,יוספטל,רבין ק. בילינסון,וולפסון,המרכזי בעמק,שערי צדק,לניאדו,רבין ק. השרון,הכרמל,שיבא,בני ציון,הלל יפה,סורוקה,אסותא אשדוד,מעייני הישועה,ברזילי,קפלן,מ.ר. צפון (פוריה),נהריה,נצרת,זיו צפת,הדסה
